NRBUDKI;KOLONIA;GATUNEK;LJAJ[k];DATA1ZNIE;DATAZNIE;NRJAJA;KOLZNIE;CIEZAR_ZNIE;DLUGOSC;SREDNICA;LOSJAJA
1133/93;DAB;Cyanistes;8;29.04.1994;02.05.1994;4;4;2.48;18.7;13.78;WYKL
1133/93;DAB;Cyanistes;8;29.04.1994;03.05.1994;5;5;1.96;16.89;13.59;WYKL
1133/93;DAB;Cyanistes;8;29.04.1994;04.05.1994;6;6;1.68;17.43;13.28;WYKL
1133/93;DAB;Cyanistes;8;29.04.1994;05.05.1994;7;7;2.01;18.81;13.4;WYKL
1133/93;DAB;Cyanistes;8;29.04.1994;06.05.1994;8;8;2.27;17.62;13.84;WYKL
1136/92;DZP;PD;5;23.04.1994;23.04.1994;1;1;2.51;22.85;14.6;WYKL
1136/92;DZP;PD;5;23.04.1994;24.04.1994;2;2;2.43;24.94;15.52;niewykl
1136/92;DZP;PD;5;23.04.1994;25.04.1994;3;3;2.86;22.8;15.18;WYKL
1136/92;DZP;PD;5;23.04.1994;26.04.1994;4;4;1.68;21.76;15.5;WYKL
1136/92;DZP;PD;5;23.04.1994;27.04.1994;5;5;2.02;21.87;15.75;WYKL
1141/93;DZL;Cyanistes;8;26.04.1994;26.04.1994;1;1;2.37;19.01;13.62;WYKL
1141/93;DZL;Cyanistes;8;26.04.1994;27.04.1994;2;2;2.04;18.51;13.36;niewykl
1141/93;DZL;Cyanistes;8;26.04.1994;28.04.1994;3;3;2.23;18.46;13.8;WYKL
1141/93;DZL;Cyanistes;8;26.04.1994;29.04.1994;4;4;2.23;18.54;13.91;WYKL
1141/93;DZL;Cyanistes;8;26.04.1994;30.04.1994;5;5;2.28;17.67;13.63;WYKL
1141/93;DZL;Cyanistes;8;26.04.1994;01.05.1994;6;6;2.59;18.71;13.87;WYKL
1141/93;DZL;Cyanistes;8;26.04.1994;02.05.1994;7;7;2.31;18.05;13.39;WYKL
1141/93;DZL;Cyanistes;8;26.04.1994;03.05.1994;8;8;2.37;19.14;13.32;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;27.04.1994;1;1;2.29;18.19;12.97;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;28.04.1994;2;2;2.3;18.22;13.23;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;29.04.1994;3;3;1.99;18.38;13.52;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;30.04.1994;4;4;2.09;18.03;13.81;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;01.05.1994;5;5;2.49;19.06;13.38;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;02.05.1994;6;6;2.47;18.06;13.27;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;03.05.1994;7;7;2;17.57;13.96;WYKL
1156/93;SZP;Cyanistes;8;27.04.1994;04.05.1994;8;8;2.03;18.12;13.24;WYKL
1163/92;LOM;ParusMayor;5;06.05.1994;06.05.1994;1;1;2.65;20.75;15.42;WYKL
1163/92;LOM;ParusMayor;5;06.05.1994;07.05.1994;2;2;2.12;21.2;14.55;WYKL
1163/92;LOM;ParusMayor;5;06.05.1994;08.05.1994;3;3;2.21;20.34;16.15;WYKL
1163/92;LOM;ParusMayor;5;06.05.1994;09.05.1994;4;4;2.23;20.01;15.52;WYKL
1163/92;LOM;ParusMayor;5;06.05.1994;10.05.1994;5;5;2.59;20.17;14.93;WYKL
1175/82;LOM;Cyanistes;6;06.05.1994;06.05.1994;1;1;1.8;19.03;13.57;niewykl
1175/82;LOM;Cyanistes;6;06.05.1994;07.05.1994;2;2;2.4;17.43;13.43;WYKL
1175/82;LOM;Cyanistes;6;06.05.1994;08.05.1994;3;3;2.06;18.27;13.08;WYKL
1175/82;LOM;Cyanistes;6;06.05.1994;09.05.1994;4;4;2.36;16.8;13.25;WYKL
1175/82;LOM;Cyanistes;6;06.05.1994;10.05.1994;5;5;2.12;18.44;13.3;WYKL
